id_code,start_time,end_time,duration,Q0,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20
10879,27/03/2022 9:14,27/03/2022 9:17,3,I agree,Student,BARRO01603,Female,Mailout,1976,Neither,Senegal,Full professional proficiency,French,Divorced,Christianity,Not from the UK,Employed part-time,Yes,"Below £10, 00","Below £10, 00",Online and lab based,2021,Master's Degree (e.g. MA/MSc/MRes),Language & Linguistics
10885,22/04/2022 9:33,22/04/2022 9:37,4,I agree,Student,GRIME12205,Male,Mailout,1992,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, not living with partner",No religion,South West,Not currently employed,No,"Below £10, 00","Below £10, 00",Online and lab based,2021,Undergraduate Degree (e.g. BA/BSc),"Literature, Film & Theatre Studies"
10888,11/05/2022 15:46,11/05/2022 15:49,3,I agree,Student,KLEPE17003,Female,Mailout,2000,Permanent resident in the UK,Latvia,Full professional proficiency,Latvian,"Single, not living with partner",No religion,East of England,Employed part-time,No,"Below £10, 00","£10, 001 to £20, 000",Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Art History and Theory
10894,25/03/2022 15:19,25/03/2022 15:23,4,I agree,Student,[Decline to Answer],Female,Mailout,1997,Neither,India,Full professional proficiency,[Decline to Answer],"Single, not living with partner",Hinduism,East of England,Employed part-time,No,"Below £10, 00","Below £10, 00",Online and lab based,2021,Master's Degree (e.g. MA/MSc/MRes),Computer Science & Electronic Engineering
10897,04/04/2022 1:31,04/04/2022 1:34,3,I agree,Student,PATSE07503,Female,Mailout,1995,Neither,Greece,Professional working proficiency,Greek,"Single, living with partner",Other,London,Employed part-time,No,"Below £10, 00","£40, 001 to £50, 000",Online and lab based,2020,Master's Degree (e.g. MA/MSc/MRes),Sociology
10909,11/05/2022 10:29,11/05/2022 10:32,3,I agree,Student,TEJAS00001,Female,[Decline to Answer],2000,Neither,India,Native / bilingual proficiency,Hindi,"Single, not living with partner",Hinduism,[Decline to Answer],Employed part-time,No,[Decline to Answer],[Decline to Answer],Online and lab based,2021,Master's Degree (e.g. MA/MSc/MRes),Psychology
10912,29/03/2022 17:41,29/03/2022 17:44,3,I agree,Student,WONGT99209,Male,From a friend,2002,Neither,Hong Kong,Professional working proficiency,[Decline to Answer],"Single, not living with partner",No religion,London,Not currently employed,No,[Decline to Answer],[Decline to Answer],Online and lab based,2020,Undergraduate Degree (e.g. BA/BSc),Government
10915,26/03/2022 13:00,26/03/2022 13:04,4,I agree,Student,walla61107,Female,[Decline to Answer],2001,British citizen,United Kingdom,No proficiency,English,"Single, not living with partner",Christianity,South East,Not currently employed,No,"Below £10, 00",[Decline to Answer],Online and lab based,2020,Undergraduate Degree (e.g. BA/BSc),Philosophy
10921,25/03/2022 21:06,25/03/2022 21:08,2,I agree,Student,ALMEI65900,Male,Mailout,1989,Neither,Brazil,Native / bilingual proficiency,Portuguese,Married,Christianity,East of England,Not currently employed,No,"£10, 001 to £20, 000","£10, 001 to £20, 000",Online and lab based,2021,PhD,Sociology
10936,29/03/2022 16:40,29/03/2022 16:44,4,I agree,Student,YIYIX93800,Female,From a friend,1988,Neither,China,Full professional proficiency,Mandarin Chinese,"Single, not living with partner",No religion,East of England,Not currently employed,No,Prefer not to answer,Prefer not to answer,Online and lab based,2020,Master's Degree (e.g. MA/MSc/MRes),Language & Linguistics
11092,25/03/2022 14:07,25/03/2022 14:13,6,I agree,Student,SAJIA61702,Male,Mailout,1997,Neither,India,Full professional proficiency,[Decline to Answer],"Single, not living with partner",Hinduism,East of England,Employed part-time,No,"Below £10, 00",[Decline to Answer],Online and lab based,2021,Master's Degree (e.g. MA/MSc/MRes),Mathematical Sciences
11095,25/03/2022 14:20,25/03/2022 14:23,3,I agree,Student,HOUGH98305,Female,Fresher's Fair,2003,British citizen,United Kingdom,Native / bilingual proficiency,English,"Single, not living with partner",No religion,Yokshire and the Humber,Not currently employed,No,"Below £10, 00","£10, 001 to £20, 000",Online and lab based,2021,Undergraduate Degree (e.g. BA/BSc),"Literature, Film & Theatre Studies"
11098,25/03/2022 14:27,25/03/2022 14:31,4,I agree,Student,HEDDL34208,Female,Mailout,1982,British citizen,I don't hold another citizenship,Full professional proficiency,English,"Single, not living with partner",No religion,East of England,Not currently employed,Yes,"Below £10, 00","Below £10, 00",Online and lab based,2021,Undergraduate Degree (e.g. BA/BSc),Psychology
11101,25/03/2022 14:23,25/03/2022 14:26,3,I agree,Student,GIESS10204,Female,Fresher's Fair,2002,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, not living with partner",No religion,West Midlands,Employed part-time,No,[Decline to Answer],[Decline to Answer],Online and lab based,2021,Undergraduate Degree (e.g. BA/BSc),Health & Human Sciences
11104,25/03/2022 14:34,25/03/2022 14:37,3,I agree,Staff member,FLORA97305,Female,Mailout,1993,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, living with partner",No religion,East of England,Employed full-time,No,[Decline to Answer],[Decline to Answer],Online and lab based,2021,Master's Degree (e.g. MA/MSc/MRes),Essex Business School
11107,25/03/2022 14:42,25/03/2022 14:45,3,I agree,Student,MITCH42920,Female,Mailout,1999,British citizen,I don't hold another citizenship,Full professional proficiency,English,"Single, not living with partner",No religion,East of England,Employed part-time,No,[Decline to Answer],[Decline to Answer],Online and lab based,2021,Master's Degree (e.g. MA/MSc/MRes),Sociology
11110,25/03/2022 15:41,25/03/2022 15:45,4,I agree,Student,MELLI95005,Female,Mailout,2000,Neither,Finland,Professional working proficiency,[Decline to Answer],"Single, not living with partner",[Decline to Answer],Not from the UK,Not currently employed,No,"Below £10, 00",[Decline to Answer],Online and lab based,2020,Undergraduate Degree (e.g. BA/BSc),Language & Linguistics
11122,07/04/2022 13:10,07/04/2022 13:11,1,I agree,Student,RICHA87808,Male,[Decline to Answer],1998,British citizen,United Kingdom,Native / bilingual proficiency,English,"Single, not living with partner",No religion,South East,Employed part-time,No,"Below £10, 00","Below £10, 00",Online and lab based,2021,Master's Degree (e.g. MA/MSc/MRes),Government
11128,04/06/2022 17:30,04/06/2022 17:33,3,I agree,Student,ROBI64206,Female,Fresher's Fair,2002,British citizen,I don't hold another citizenship,Full professional proficiency,English,"Single, not living with partner",No religion,South East,Not currently employed,No,"Below £10, 00","Below £10, 00",Online and lab based,2020,Undergraduate Degree (e.g. BA/BSc),Psychology
11131,25/03/2022 20:24,25/03/2022 20:26,2,I agree,Student,[Decline to Answer],Female,Mailout,2000,Permanent resident in the UK,Poland,Limited working proficiency,Polish,"Single, living with partner",No religion,Not from the UK,Employed part-time,No,[Decline to Answer],[Decline to Answer],Online and lab based,2020,Undergraduate Degree (e.g. BA/BSc),Psychology
11134,25/03/2022 17:57,25/03/2022 18:00,3,I agree,Student,MOSSF81902,Female,Mailout,1999,Permanent resident in the UK,Ireland,Native / bilingual proficiency,English,"Single, not living with partner",Christianity,Not from the UK,Not currently employed,No,"Below £10, 00","£10, 001 to £20, 000",Online and lab based,2021,Master's Degree (e.g. MA/MSc/MRes),Health & Human Sciences
11137,25/03/2022 18:11,25/03/2022 18:14,3,I agree,Student,JURAG08915,Female,Mailout,1999,Permanent resident in the UK,Croatia,Full professional proficiency,Croatian,"Single, not living with partner",No religion,Not from the UK,Not currently employed,No,"Below £10, 00","Below £10, 00",Online and lab based,2018,Undergraduate Degree (e.g. BA/BSc),Essex Business School
11140,25/03/2022 20:10,25/03/2022 20:12,2,I agree,Student,SHRES12204,Female,Fresher's Fair,2002,Neither,Nepal,Full professional proficiency,Nepali,"Single, not living with partner",Hinduism,Not from the UK,Employed part-time,No,"Below £10, 00","£10, 001 to £20, 000",Online and lab based,2020,Undergraduate Degree (e.g. BA/BSc),Economics
11143,25/03/2022 20:36,25/03/2022 20:45,9,I agree,Student,HALEE75201,Female,Mailout,2002,British citizen,I don't hold another citizenship,[Decline to Answer],English,"Single, not living with partner",Islam,London,Not currently employed,No,[Decline to Answer],[Decline to Answer],Online and lab based,2021,Undergraduate Degree (e.g. BA/BSc),Essex Business School
11146,28/03/2022 15:33,28/03/2022 15:48,15,I agree,Student,MOSES06102,Female,Other,2001,British citizen,Ireland,Native / bilingual proficiency,English,"Single, living with partner",[Decline to Answer],London,Not currently employed,No,[Decline to Answer],[Decline to Answer],Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Essex Business School
11149,26/03/2022 7:46,26/03/2022 7:48,2,I agree,Student,SIKOR54100,Female,Other,2001,Permanent resident in the UK,Ukraine,Professional working proficiency,Ukrainian,"Single, living with partner",No religion,Not from the UK,Not currently employed,No,[Decline to Answer],"£30, 001 to £40, 000",Only online,2019,Undergraduate Degree (e.g. BA/BSc),Economics
11152,26/03/2022 10:37,26/03/2022 10:43,6,I agree,Student,2100714,Female,Mailout,1998,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, living with partner",Christianity,East of England,Not currently employed,No,"£10, 001 to £20, 000","£40, 001 to £50, 000",Online and lab based,2021,Master's Degree (e.g. MA/MSc/MRes),Government
11155,26/03/2022 14:34,26/03/2022 14:40,6,I agree,Student,MUREE75800,Male,Mailout,1998,Neither,Pakistan,Full professional proficiency,Punjabi,"Single, not living with partner",Islam,South East,Not currently employed,No,"Below £10, 00",[Decline to Answer],Online and lab based,2021,Master's Degree (e.g. MA/MSc/MRes),Computer Science & Electronic Engineering
11161,11/05/2022 16:15,11/05/2022 16:20,5,I agree,Student,AUYEU74303,Male,Mailout,2003,British citizen,I don't hold another citizenship,Professional working proficiency,English,"Single, not living with partner",No religion,East Midlands,[Decline to Answer],No,Prefer not to answer,Prefer not to answer,Online and lab based,2021,Undergraduate Degree (e.g. BA/BSc),Economics
11164,27/03/2022 16:49,27/03/2022 16:53,4,I agree,Staff member,KUSLE56009,Female,Other,2000,Permanent resident in the UK,Lithuania,Native / bilingual proficiency,English,"Single, living with partner",Christianity,Not from the UK,Employed part-time,No,"Below £10, 00","£20, 001 to £30, 000",Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Essex Business School
11167,28/03/2022 3:28,28/03/2022 3:31,3,I agree,Student,HEATH78205,Female,Mailout,2002,Neither,United States,Native / bilingual proficiency,English,"Single, not living with partner",No religion,Not from the UK,Employed part-time,No,"Below £10, 00","Above £50, 001",Online and lab based,2021,Undergraduate Degree (e.g. BA/BSc),Biological Sciences
11170,28/03/2022 10:20,28/03/2022 10:22,2,I agree,Staff member,FROST72807,Female,Mailout,1988,British citizen,I don't hold another citizenship,Professional working proficiency,English,[Decline to Answer],Other,South East,Employed full-time,Yes,"£30, 001 to £40, 000","Above £50, 001",Online and lab based,[Decline to Answer],[Decline to Answer],[Decline to Answer]
11173,28/03/2022 11:17,28/03/2022 11:26,9,I agree,Student,2108022,Female,Fresher's Fair,1999,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, not living with partner",Christianity,South East,Employed part-time,No,[Decline to Answer],[Decline to Answer],Online and lab based,2021,Master's Degree (e.g. MA/MSc/MRes),Other
11176,06/04/2022 10:35,06/04/2022 10:36,1,I agree,Staff member,[Decline to Answer],Female,[Decline to Answer],1975,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,Married,No religion,East of England,Employed part-time,Yes,"£30, 001 to £40, 000","Above £50, 001",Online and lab based,[Decline to Answer],[Decline to Answer],[Decline to Answer]
11179,28/03/2022 18:49,28/03/2022 18:52,3,I agree,Student,[Decline to Answer],Female,Mailout,1999,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, not living with partner",No religion,South East,Employed part-time,No,"Below £10, 00","£10, 001 to £20, 000",Only online,2020,PhD,Sociology
11182,28/03/2022 19:35,28/03/2022 19:40,5,I agree,Student,GALVE82801,Female,Fresher's Fair,1998,Neither,Mexico,[Decline to Answer],Spanish,"Single, not living with partner",[Decline to Answer],[Decline to Answer],[Decline to Answer],No,[Decline to Answer],[Decline to Answer],Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Essex Business School
11185,28/03/2022 20:27,28/03/2022 20:38,11,I agree,Student,1903989,Male,Leaflet,1999,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, not living with partner",No religion,East of England,Not currently employed,No,"Below £10, 00","£10, 001 to £20, 000",Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Sociology
11188,31/05/2022 13:43,31/05/2022 13:46,3,I agree,Staff member,lowes73608,Female,Other,1976,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, not living with partner",No religion,East of England,Employed part-time,Yes,"£30, 001 to £40, 000","£30, 001 to £40, 000",Online and lab based,[Decline to Answer],Not a student,Not an Essex university student
11191,29/03/2022 16:28,29/03/2022 16:30,2,I agree,Student,FERRE4117,Male,Other,1999,Neither,Spain,Native / bilingual proficiency,English,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],Only online,2018,Undergraduate Degree (e.g. BA/BSc),Government
11194,29/03/2022 16:29,29/03/2022 16:31,2,I agree,Student,AHMAD39407,Male,Mailout,1994,Neither,India,Full professional proficiency,Urdu,"Single, not living with partner",Islam,Not from the UK,Employed part-time,No,"Below £10, 00",[Decline to Answer],Online and lab based,2021,Master's Degree (e.g. MA/MSc/MRes),Government
11197,29/03/2022 16:30,29/03/2022 16:32,2,I agree,Student,BANSA84407,Male,Mailout,1994,Neither,India,Full professional proficiency,Hindi,"Single, not living with partner",Hinduism,East of England,Employed part-time,No,[Decline to Answer],[Decline to Answer],Online and lab based,2022,Master's Degree (e.g. MA/MSc/MRes),Essex Business School
11200,29/03/2022 16:30,29/03/2022 16:33,3,I agree,Student,2000144,Male,Mailout,1998,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, living with partner",No religion,East of England,Not currently employed,No,Prefer not to answer,Prefer not to answer,Online and lab based,2020,Undergraduate Degree (e.g. BA/BSc),Essex Business School
11203,29/03/2022 16:33,29/03/2022 16:38,5,I agree,Student,RAYFR17202,Female,Mailout,2002,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, not living with partner",Other,Yokshire and the Humber,Employed part-time,No,"Below £10, 00","£30, 001 to £40, 000",Online and lab based,2021,Undergraduate Degree (e.g. BA/BSc),Language & Linguistics
11206,29/03/2022 16:30,29/03/2022 16:35,5,I agree,Student,[Decline to Answer],Female,Mailout,1998,Neither,China,Professional working proficiency,[Decline to Answer],"Single, not living with partner",Other,Not from the UK,Not currently employed,No,"Below £10, 00",Prefer not to answer,Online and lab based,2021,Master's Degree (e.g. MA/MSc/MRes),Language & Linguistics
11212,29/03/2022 16:30,29/03/2022 16:33,3,I agree,Student,KURNI82801,Male,Mailout,1988,Neither,Indonesia,Professional working proficiency,Indonesian,"Single, not living with partner",Christianity,East of England,Not currently employed,No,Prefer not to answer,Prefer not to answer,Online and lab based,2021,Master's Degree (e.g. MA/MSc/MRes),Essex Business School
11215,06/04/2022 13:01,06/04/2022 13:04,3,I agree,Student,ELKHA86702,Female,Mailout,1997,Neither,Egypt,Full professional proficiency,Arabic,"Single, not living with partner",Islam,South East,Employed part-time,No,Prefer not to answer,Prefer not to answer,Online and lab based,Master's,Master's Degree (e.g. MA/MSc/MRes),Government
11218,29/03/2022 16:31,29/03/2022 16:34,3,I agree,Student,KARAN82904,Female,Mailout,1999,Permanent resident in the UK,Croatia,Native / bilingual proficiency,Croatian,"Single, not living with partner",No religion,Not from the UK,Not currently employed,No,[Decline to Answer],[Decline to Answer],Online and lab based,2018,Undergraduate Degree (e.g. BA/BSc),Economics
11221,29/03/2022 16:32,29/03/2022 16:35,3,I agree,Student,OTSAL65608,Male,Mailout,1998,Neither,India,Full professional proficiency,[Decline to Answer],[Decline to Answer],Buddhism,East of England,Not currently employed,No,[Decline to Answer],[Decline to Answer],Online and lab based,2021,Master's Degree (e.g. MA/MSc/MRes),Government
11224,21/04/2022 17:35,21/04/2022 17:37,2,I agree,Student,SHKUL62209,Male,From a friend,2002,British citizen,I don't hold another citizenship,Professional working proficiency,[Decline to Answer],"Single, not living with partner",[Decline to Answer],London,Not currently employed,No,Prefer not to answer,Prefer not to answer,Online and lab based,2021,Undergraduate Degree (e.g. BA/BSc),Economics
11227,29/03/2022 16:32,29/03/2022 16:38,6,I agree,Student,OGUNB45503,Female,Mailout,1995,Neither,Nigeria,Native / bilingual proficiency,English,[Decline to Answer],Christianity,London,Not currently employed,No,[Decline to Answer],[Decline to Answer],Online and lab based,2022,Master's Degree (e.g. MA/MSc/MRes),Essex Business School
11230,29/03/2022 16:44,29/03/2022 16:47,3,I agree,Student,[Decline to Answer],Female,Mailout,1994,Neither,Thailand,Limited working proficiency,Thai,"Single, living with partner",No religion,Not from the UK,Not currently employed,No,[Decline to Answer],Prefer not to answer,Online and lab based,2021,Master's Degree (e.g. MA/MSc/MRes),Economics
11233,29/03/2022 16:32,29/03/2022 16:37,5,I agree,Student,[Decline to Answer],Female,Mailout,1995,Permanent resident in the UK,Portugal,Full professional proficiency,Spanish,Married,Christianity,East of England,Not currently employed,No,[Decline to Answer],[Decline to Answer],Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Government
11239,29/03/2022 16:37,29/03/2022 16:38,1,I agree,Student,LITTL40900,Female,Mailout,1999,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, not living with partner",No religion,South East,Not currently employed,No,"Below £10, 00","£20, 001 to £30, 000",Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Sociology
11242,29/03/2022 16:34,29/03/2022 16:40,6,I agree,Student,LASKU90900,Female,Mailout,1999,Permanent resident in the UK,Poland,Full professional proficiency,Polish,"Single, not living with partner",No religion,South East,Employed part-time,No,"£10, 001 to £20, 000","£10, 001 to £20, 000",Online and lab based,2018,Undergraduate Degree (e.g. BA/BSc),Other
11248,29/03/2022 16:34,29/03/2022 16:38,4,I agree,Student,OTOUE79101,Female,Mailout,2001,Neither,Cameroon,Native / bilingual proficiency,French,"Single, not living with partner",Buddhism,East of England,Employed part-time,No,[Decline to Answer],[Decline to Answer],Online and lab based,2020,Undergraduate Degree (e.g. BA/BSc),Law
11251,29/03/2022 16:36,29/03/2022 16:42,6,I agree,Student,VANSA26607,Male,Mailout,1986,Neither,India,Professional working proficiency,Hindi,Married,Hinduism,London,Employed part-time,Yes,"£10, 001 to £20, 000","Below £10, 00",Online and lab based,poat grduate or research,PhD,Essex Business School
11254,29/03/2022 16:36,29/03/2022 16:41,5,I agree,Student,KAZEM13501,Female,Mailout,1985,Neither,"Iran, Islamic Republic of",Full professional proficiency,Iranian Persian,"Single, living with partner",No religion,East of England,[Decline to Answer],No,Prefer not to answer,Prefer not to answer,Only online,2021,PhD,Essex Business School
11257,28/04/2022 10:38,28/04/2022 10:41,3,I agree,Student,ss19976,Female,Other,1994,British citizen,I don't hold another citizenship,Professional working proficiency,English,"Single, not living with partner",No religion,South East,Employed part-time,Yes,"£10, 001 to £20, 000",Prefer not to answer,Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Sociology
11260,29/03/2022 16:39,29/03/2022 16:43,4,I agree,Student,VADDI70908,Male,Mailout,1989,Neither,India,Full professional proficiency,English,"Single, not living with partner",No religion,East of England,Not currently employed,No,"Below £10, 00","Below £10, 00",Online and lab based,2021,Master's Degree (e.g. MA/MSc/MRes),Essex Business School
11263,29/03/2022 16:40,29/03/2022 16:42,2,I agree,Student,ARUOF79102,Male,Mailout,2001,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,[Decline to Answer],Christianity,London,Not currently employed,No,[Decline to Answer],[Decline to Answer],Online and lab based,2020,Undergraduate Degree (e.g. BA/BSc),Economics
11266,29/03/2022 16:41,29/03/2022 16:43,2,I agree,Student,[Decline to Answer],Female,Mailout,1999,Permanent resident in the UK,Germany,Native / bilingual proficiency,German,"Single, not living with partner",No religion,South East,Employed part-time,No,"Below £10, 00","Below £10, 00",Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Government
11272,29/03/2022 16:48,29/03/2022 16:51,3,I agree,Student,JAINM28009,Male,Leaflet,Delhi,Neither,India,Full professional proficiency,Hindi,"Single, not living with partner",Hinduism,South East,Not currently employed,No,"Below £10, 00",Prefer not to answer,Online and lab based,2021,Master's Degree (e.g. MA/MSc/MRes),Essex Business School
11284,29/03/2022 16:58,29/03/2022 16:59,1,I agree,Student,DAHMR06101,Female,Mailout,2001,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, not living with partner",Islam,East of England,Not currently employed,No,Prefer not to answer,Prefer not to answer,Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Language & Linguistics
11287,29/03/2022 17:07,29/03/2022 17:15,8,I agree,Student,QIZHE54004,Female,Mailout,2000,Neither,China,Elementary proficiency,Mandarin Chinese,"Single, not living with partner",No religion,Scotland,Not currently employed,No,"Below £10, 00","£10, 001 to £20, 000",Online and lab based,2021,Master's Degree (e.g. MA/MSc/MRes),Government
11290,29/03/2022 17:10,29/03/2022 17:14,4,I agree,Student,LOWIN39209,Female,Mailout,2002,Neither,Hong Kong,Native / bilingual proficiency,English,"Single, not living with partner",No religion,Not from the UK,Not currently employed,No,[Decline to Answer],[Decline to Answer],Online and lab based,2021,Undergraduate Degree (e.g. BA/BSc),Government
11296,29/03/2022 17:08,29/03/2022 17:11,3,I agree,Student,GALLO92103,Female,Mailout,2001,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, not living with partner",Christianity,East Midlands,[Decline to Answer],No,[Decline to Answer],[Decline to Answer],Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Economics
11299,29/03/2022 19:22,29/03/2022 19:25,3,I agree,Student,BARTO29706,Female,Mailout,1997,Neither,Czech Republic,Limited working proficiency,[Decline to Answer],"Single, living with partner",Christianity,Not from the UK,Employed part-time,No,"Below £10, 00",[Decline to Answer],Only online,2018,Undergraduate Degree (e.g. BA/BSc),Government
11302,29/03/2022 17:08,29/03/2022 17:11,3,I agree,Student,OLON59009,Male,Mailout,2000,British citizen,Nigeria,Native / bilingual proficiency,English,"Single, not living with partner",Christianity,London,Not currently employed,No,Prefer not to answer,Prefer not to answer,Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Economics
11305,29/03/2022 17:08,29/03/2022 17:11,3,I agree,Student,TARIQ34002,Female,Mailout,2000,British citizen,United Kingdom,Native / bilingual proficiency,English,"Single, not living with partner",Islam,London,Not currently employed,No,"Below £10, 00","Below £10, 00",Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Economics
11308,29/03/2022 17:16,29/03/2022 17:20,4,I agree,Student,SKABA82109,Female,Mailout,2001,Neither,Lithuania,Professional working proficiency,Lithuanian,"Single, not living with partner",No religion,East of England,Not currently employed,No,"Below £10, 00","£10, 001 to £20, 000",Online and lab based,2020,Undergraduate Degree (e.g. BA/BSc),Essex Business School
11311,29/03/2022 17:13,29/03/2022 17:18,5,I agree,Student,LECHM52000,Male,Mailout,2000,British citizen,Poland,Native / bilingual proficiency,Polish,"Single, not living with partner",Christianity,East of England,Not currently employed,No,[Decline to Answer],[Decline to Answer],Online and lab based,2020,Undergraduate Degree (e.g. BA/BSc),Economics
11314,29/03/2022 17:29,29/03/2022 17:31,2,I agree,Student,TOZUN86109,Male,Mailout,2001,Neither,Cyprus,Full professional proficiency,Turkish,"Single, not living with partner",No religion,North East,Not currently employed,No,"Below £10, 00","Below £10, 00",Only online,I 2019,Undergraduate Degree (e.g. BA/BSc),Psychology
11317,29/03/2022 17:30,29/03/2022 17:35,5,I agree,Student,AZEEZ57003,Male,Mailout,1990,Neither,India,Full professional proficiency,Urdu,"Single, not living with partner",Islam,East of England,Not currently employed,No,[Decline to Answer],[Decline to Answer],Online and lab based,2022,Master's Degree (e.g. MA/MSc/MRes),Essex Business School
11320,29/03/2022 17:31,29/03/2022 17:36,5,I agree,Student,SORIA31202,Male,Mailout,1992,Neither,El Salvador,Full professional proficiency,Spanish,"Single, living with partner",Christianity,Not from the UK,Not currently employed,No,Prefer not to answer,"£40, 001 to £50, 000",Online and lab based,2021,Master's Degree (e.g. MA/MSc/MRes),Economics
11323,29/03/2022 17:37,29/03/2022 17:40,3,I agree,Student,TURNB15001,Female,Mailout,1980,British citizen,Australia,Native / bilingual proficiency,English,Married,No religion,South East,Employed full-time,Yes,"Above £50, 001","Above £50, 001",Online and lab based,2021,Master's Degree (e.g. MA/MSc/MRes),Essex Business School
11326,29/03/2022 18:02,29/03/2022 18:06,4,I agree,Student,JOHNS46103,Male,Mailout,2001,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, living with partner",Christianity,London,Not currently employed,No,"Below £10, 00","Above £50, 001",Online and lab based,2020,Undergraduate Degree (e.g. BA/BSc),Essex Business School
11329,29/03/2022 18:10,29/03/2022 18:14,4,I agree,Student,VYSNI21202,Female,From a friend,2002,Neither,Lithuania,Native / bilingual proficiency,Lithuanian,"Single, living with partner",Christianity,Not from the UK,Not currently employed,No,[Decline to Answer],[Decline to Answer],Online and lab based,2020,Undergraduate Degree (e.g. BA/BSc),Sociology
11332,29/03/2022 18:18,29/03/2022 18:26,8,I agree,Student,OGODI93008,Male,Mailout,2000,Neither,Nigeria,Professional working proficiency,Nigerian,"Single, not living with partner",Other,London,Not currently employed,No,"Below £10, 00",[Decline to Answer],Online and lab based,2021,Undergraduate Degree (e.g. BA/BSc),Essex Business School
11335,29/03/2022 18:19,29/03/2022 18:25,6,I agree,Student,JONES65206,Female,Mailout,2002,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, not living with partner",No religion,South East,Employed part-time,No,"Below £10, 00",[Decline to Answer],Online and lab based,2020,Undergraduate Degree (e.g. BA/BSc),Government
11338,29/03/2022 20:17,29/03/2022 20:20,3,I agree,Student,WANGF64900,Female,Mailout,1999,Neither,China,Limited working proficiency,Mandarin Chinese,"Single, not living with partner",No religion,South East,Not currently employed,No,[Decline to Answer],[Decline to Answer],Online and lab based,2021,Master's Degree (e.g. MA/MSc/MRes),Language & Linguistics
11344,29/03/2022 20:42,29/03/2022 20:48,6,I agree,Student,BISHT44101,Female,Mailout,1981,Neither,India,Professional working proficiency,Hindi,Married,Hinduism,East of England,Employed part-time,Yes,"£10, 001 to £20, 000","£40, 001 to £50, 000",Online and lab based,2022,Master's Degree (e.g. MA/MSc/MRes),Essex Business School
11347,29/03/2022 21:42,29/03/2022 21:44,2,I agree,Student,[Decline to Answer],Female,Mailout,2001,British citizen,I don't hold another citizenship,Full professional proficiency,English,"Single, not living with partner",Christianity,London,Employed part-time,No,[Decline to Answer],[Decline to Answer],Online and lab based,2019,Undergraduate Degree (e.g. BA/BSc),Economics
11350,29/03/2022 22:06,29/03/2022 22:09,3,I agree,Student,WUHON62702,Female,From a friend,1997,Neither,China,Limited working proficiency,Mandarin Chinese,"Single, not living with partner",No religion,Not from the UK,Not currently employed,No,Prefer not to answer,Prefer not to answer,Online and lab based,2021,Master's Degree (e.g. MA/MSc/MRes),Language & Linguistics
11356,29/03/2022 22:36,29/03/2022 22:40,4,I agree,Student,GENTE23204,Male,[Decline to Answer],2002,British citizen,I don't hold another citizenship,Native / bilingual proficiency,English,"Single, not living with partner",No religion,East of England,Not currently employed,No,[Decline to Answer],[Decline to Answer],Online and lab based,2020,Undergraduate Degree (e.g. BA/BSc),Government
11359,29/03/2022 23:03,29/03/2022 23:06,3,I agree,Student,YAOYU11803,Female,Mailout,1998,Neither,China,Full professional proficiency,Mandarin Chinese,"Single, not living with partner",No religion,London,Not currently employed,No,"Below £10, 00","£30, 001 to £40, 000",Online and lab based,2022,PhD,Language & Linguistics
